id,name,functionalArea,avatar,isVerified,hasEnabledHireMe,vitrineImage,about,works_id,works_link,works_title,works_description,works__isCurrentlyWorkingHere,works__startedAtMonth,works__startedAtYear,works__endedAMonth,works__endedAtYear,youtubeVideos__statistics__views,youtubeVideos__statistics__counts,youtubeVideos__statistics__abvViews,youtubeVideos__statistics__abvLikes,youtubeVideos__statistics__abvComments,youtubeVideos__videos__id,youtubeVideos__videos__title,youtubeVideos__videos__thumbnail,youtubeVideos__videos__channelThumbnail,youtubeVideos__videos__abvChannelSubscribers,youtubeVideos__videos__url,youtubeVideos__videos__abvViews,youtubeVideos__videos__abvLikes,youtubeVideos__channels__id,youtubeVideos__channels__name,youtubeVideos__channels__avatar,youtubeVideos__channels__abvSubscribers,portfolio__ytLink,portfolio__websiteLink,portfolio__twitterLink,portfolio__behanceLink,portfolio__behanceLink,custromTittle,allowMessages,vouchesCount,VouchedByCurrentUser,latestVideoDate
2157,Mario Joos,6,https://d3ncuept73nu2.cloudfront.net/user_images/V4nWgmRy1IN5FbIEtrGvKYep8uodoPUgp77fUaVN.jpg,true,false,https://d3ncuept73nu2.cloudfront.net/vitrine_images/pGFj2uldvLvGkirrUxOA50TwhhZwrbftxpzZ2cR1.png,"Not available for work, here to connect with others",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,,11/04/2022
